customer_id,customer_name,segment,first_order_date,last_order_date,cohort_year,recency_days,lifetime_days,lifetime_years,orders_count,units_sold,aov,total_sales,total_profit,profit_margin_pct,avg_discount_pct,annualized_clv,r_score,f_score,m_score,rfm_code,rfm_segment,value_quadrant,clv_decile
RS-19765,Roland Schwarz,Corporate,2023-04-07,2026-11-24,2023,36,1327,3.64,8,54,519.97,4159.77,1206.39,29.0,11.43,1144.17,4,4,4,444,Champions,High Vol / High Profit,4
RS-19870,Roy Skaria,Home Office,2025-06-07,2026-12-11,2025,19,552,1.51,2,10,11.16,22.33,9.58,42.92,6.67,14.76,5,1,1,511,New Customers,Low Vol / Low Profit,10
RW-19540,Rick Wilson,Corporate,2024-02-03,2026-09-01,2024,120,941,2.58,7,89,1056.77,7397.4,1586.63,21.45,13.48,2869.34,2,4,5,245,Cant Lose Them,High Vol / High Profit,1
RW-19630,Rob Williams,Corporate,2023-06-28,2026-10-02,2023,89,1192,3.27,9,53,364.42,3279.75,698.83,21.31,13.75,1004.28,3,5,4,354,Loyal Customers,High Vol / High Profit,5
RW-19690,Robert Waldorf,Consumer,2025-05-30,2026-10-12,2025,79,500,1.37,5,61,699.13,3495.65,707.55,20.24,7.33,2551.82,3,2,4,324,Need Attention,High Vol / High Profit,1
SA-20830,Sue Ann Reed,Consumer,2023-02-22,2026-10-28,2023,63,1344,3.68,10,75,476.73,4767.34,610.15,12.8,19.29,1294.7,3,5,5,355,Loyal Customers,High Vol / High Profit,3
SB-20170,Sarah Bern,Consumer,2023-06-06,2026-06-12,2023,201,1102,3.02,3,24,449.34,1348.02,157.67,11.7,18.57,446.49,2,1,2,212,Lost / Hibernating,Low Vol / Low Profit,8
SB-20185,Sarah Brown,Consumer,2023-09-20,2026-06-25,2023,188,1009,2.76,6,45,1068.5,6411.0,885.46,13.81,14.17,2319.14,2,3,5,235,At Risk,High Vol / High Profit,1
SB-20290,Sean Braxton,Corporate,2023-05-09,2026-11-13,2023,47,1284,3.52,7,84,1151.13,8057.89,-2082.75,-25.85,24.12,2290.6,4,4,5,445,Champions,High Vol / Low Profit,1
SC-20020,Sam Craven,Consumer,2023-03-03,2024-11-10,2023,780,618,1.69,5,62,672.59,3362.96,-317.05,-9.43,21.88,1986.22,1,2,4,124,Need Attention,High Vol / Low Profit,2
SC-20050,Sample Company A,Home Office,2023-03-18,2026-11-20,2023,40,1343,3.68,9,61,513.84,4624.57,1011.74,21.88,18.67,1256.86,4,5,5,455,Champions,High Vol / High Profit,4
SC-20095,Sanjit Chand,Consumer,2023-02-12,2026-01-15,2023,349,1068,2.93,9,87,1571.37,14142.33,5757.41,40.71,6.36,4833.29,1,5,5,155,Cant Lose Them,High Vol / High Profit,1
SC-20230,Scot Coram,Corporate,2025-06-06,2026-08-03,2025,149,423,1.16,4,49,1092.99,4371.96,440.14,10.07,10.91,3772.49,2,2,5,225,Need Attention,High Vol / High Profit,1
SC-20260,Scott Cohen,Corporate,2023-04-06,2026-11-14,2023,46,1318,3.61,12,71,313.04,3756.51,679.01,18.08,16.14,1040.31,4,5,4,454,Champions,High Vol / High Profit,4
SC-20305,Sean Christensen,Consumer,2023-12-16,2026-12-01,2023,29,1081,2.96,7,64,568.44,3979.06,229.16,5.76,21.67,1343.53,4,4,4,444,Champions,High Vol / High Profit,3
SC-20380,Shahid Collister,Consumer,2023-03-01,2026-11-30,2023,30,1370,3.75,9,80,665.84,5992.54,236.66,3.95,19.0,1596.55,4,5,5,455,Champions,High Vol / High Profit,2
SC-20440,Shaun Chance,Corporate,2024-08-17,2026-11-24,2024,36,829,2.27,7,44,267.86,1875.0,379.56,20.24,28.0,825.54,4,4,3,443,Loyal Customers,Low Vol / High Profit,6
SC-20575,Sonia Cooley,Consumer,2023-06-16,2026-09-29,2023,92,1201,3.29,5,30,180.55,902.73,100.23,11.1,34.29,274.35,3,2,1,321,Need Attention,Low Vol / Low Profit,9
SC-20680,Steve Carroll,Home Office,2023-11-21,2026-08-26,2023,126,1009,2.76,6,26,209.11,1254.64,370.16,29.5,0.0,453.86,2,3,2,232,Need Attention,Low Vol / High Profit,8
SC-20695,Steve Chapman,Corporate,2023-12-16,2026-10-02,2023,89,1021,2.8,10,66,257.64,2576.41,611.83,23.75,15.71,921.05,3,5,3,353,Loyal Customers,High Vol / High Profit,5
SC-20725,Steven Cartwright,Consumer,2023-06-03,2026-06-26,2023,187,1119,3.07,11,133,475.11,5226.21,1276.65,24.43,15.0,1704.71,2,5,5,255,Cant Lose Them,High Vol / High Profit,2
SC-20770,Stewart Carmichael,Corporate,2024-06-20,2026-11-19,2024,41,882,2.42,7,75,641.81,4492.66,-671.19,-14.94,30.48,1859.21,4,4,5,445,Champions,High Vol / Low Profit,2
SC-20800,Stuart Calhoun,Consumer,2024-12-11,2026-11-30,2024,30,719,1.97,4,11,69.81,279.26,51.83,18.56,12.0,141.76,4,2,1,421,New Customers,Low Vol / Low Profit,10
SC-20845,Sung Chung,Consumer,2025-11-11,2026-08-21,2025,131,283,0.78,2,13,140.32,280.63,31.18,11.11,20.0,361.95,2,1,1,211,Lost / Hibernating,Low Vol / Low Profit,8
SD-20485,Shirley Daniels,Home Office,2023-01-26,2026-06-13,2023,200,1234,3.38,9,82,680.12,6121.11,1985.17,32.43,10.48,1810.54,2,5,5,255,Cant Lose Them,High Vol / High Profit,2
SE-20110,Sanjit Engle,Consumer,2023-04-11,2026-12-21,2023,9,1350,3.7,11,78,1109.95,12209.44,2650.68,21.71,11.05,3301.07,5,5,5,555,Champions,High Vol / High Profit,1
SF-20065,Sandra Flanagan,Consumer,2023-09-10,2026-11-01,2023,59,1148,3.15,7,35,109.08,763.55,228.16,29.88,10.0,242.77,3,4,1,341,Need Attention,Low Vol / High Profit,9
SF-20200,Sarah Foster,Consumer,2023-12-23,2026-11-01,2023,59,1044,2.86,9,74,380.31,3422.79,286.9,8.38,12.67,1196.66,3,5,4,354,Loyal Customers,High Vol / High Profit,4
SF-20965,Sylvia Foulston,Corporate,2023-10-21,2026-11-12,2023,48,1118,3.06,9,66,370.73,3336.54,539.94,16.18,27.06,1089.3,4,5,4,454,Champions,High Vol / High Profit,4
SG-20080,Sandra Glassco,Consumer,2024-10-31,2026-12-22,2024,8,782,2.14,3,30,1135.53,3406.58,570.44,16.75,6.82,1590.03,5,1,4,514,Need Attention,High Vol / High Profit,3
SG-20470,Sheri Gordon,Consumer,2023-07-26,2026-06-30,2023,183,1070,2.93,8,62,235.6,1884.8,-119.01,-6.31,15.0,642.95,2,4,3,243,At Risk,Low Vol / Low Profit,7
SG-20605,Speros Goranitis,Consumer,2023-01-23,2026-09-13,2023,108,1329,3.64,6,49,520.81,3124.83,463.27,14.83,9.23,858.21,2,3,4,234,At Risk,High Vol / High Profit,5
SG-20890,Susan Gilcrest,Corporate,2023-03-30,2026-05-18,2023,226,1145,3.14,3,17,15.98,47.95,-3.71,-7.73,40.0,15.28,2,1,1,211,Lost / Hibernating,Low Vol / Low Profit,10
SH-19975,Sally Hughsby,Corporate,2023-12-10,2026-12-01,2023,29,1087,2.98,13,113,262.06,3406.84,558.47,16.39,13.62,1143.97,4,5,4,454,Champions,High Vol / High Profit,4
SH-20395,Shahid Hopkins,Consumer,2023-11-02,2026-12-07,2023,23,1131,3.1,10,45,218.07,2180.72,-144.52,-6.63,23.33,703.77,5,5,3,553,Loyal Customers,Low Vol / Low Profit,6
SH-20635,Stefanie Holloman,Corporate,2023-12-16,2024-11-26,2023,764,346,0.95,2,16,1048.2,2096.39,260.63,12.43,20.0,2211.51,1,1,3,113,Need Attention,Low Vol / High Profit,2
SJ-20125,Sanjit Jacobs,Home Office,2024-09-22,2026-09-26,2024,95,734,2.01,12,104,329.14,3949.66,144.12,3.65,23.33,1964.07,3,5,4,354,Loyal Customers,High Vol / Low Profit,2
SJ-20215,Sarah Jordon,Consumer,2024-02-09,2026-12-01,2024,29,1026,2.81,6,35,223.51,1341.04,-23.51,-1.75,37.0,477.07,4,3,2,432,Need Attention,Low Vol / Low Profit,8
SJ-20500,Shirley Jackson,Consumer,2023-08-31,2026-04-21,2023,253,964,2.64,5,30,263.76,1318.78,68.1,5.16,14.29,499.33,1,2,2,122,Lost / Hibernating,Low Vol / Low Profit,8
SK-19990,Sally Knutson,Consumer,2025-11-28,2026-12-22,2025,8,389,1.07,3,19,294.47,883.41,168.79,19.11,22.0,828.91,5,1,1,511,New Customers,Low Vol / Low Profit,6
SL-20155,Sara Luxemburg,Home Office,2023-09-21,2026-10-21,2023,70,1126,3.08,7,30,436.14,3053.01,527.97,17.29,17.78,989.65,3,4,4,344,Loyal Customers,High Vol / High Profit,5
SM-20005,Sally Matthias,Consumer,2023-11-23,2025-11-04,2023,421,712,1.95,4,26,61.12,244.49,-26.59,-10.88,26.67,125.34,1,2,1,121,Lost / Hibernating,Low Vol / Low Profit,10
SM-20320,Sean Miller,Home Office,2023-03-18,2026-10-12,2023,79,1304,3.57,5,50,5008.61,25043.05,-1980.74,-7.91,24.67,7009.75,3,2,5,325,Need Attention,High Vol / Low Profit,1
SM-20905,Susan MacKendrick,Consumer,2025-05-03,2025-05-03,2025,606,0,0.0,1,20,1043.04,1043.04,-237.29,-22.75,28.33,1043.04,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,4
SM-20950,Suzanne McNair,Corporate,2023-09-29,2026-12-05,2023,25,1163,3.19,14,103,406.84,5695.79,610.11,10.71,13.33,1787.59,5,5,5,555,Champions,High Vol / High Profit,2
SN-20560,Skye Norling,Home Office,2024-06-18,2026-09-10,2024,111,814,2.23,6,67,310.07,1860.42,-716.86,-38.53,17.33,834.22,2,3,3,233,At Risk,Low Vol / Low Profit,6
SN-20710,Steve Nguyen,Home Office,2023-05-06,2026-10-12,2023,79,1255,3.44,7,89,446.85,3127.96,481.75,15.4,11.68,909.73,3,4,4,344,Loyal Customers,High Vol / High Profit,5
SO-20335,Sean O'Donnell,Consumer,2024-10-11,2026-12-01,2024,29,781,2.14,6,52,433.76,2602.58,-81.09,-3.12,13.67,1216.31,4,3,3,433,Potential Loyalists,High Vol / Low Profit,4
SP-20545,Sibella Parks,Corporate,2023-10-13,2026-02-06,2023,327,847,2.32,6,43,217.68,1306.09,-118.78,-9.09,26.0,562.84,1,3,2,132,Need Attention,Low Vol / Low Profit,7
SP-20620,Stefania Perrino,Corporate,2023-09-08,2026-11-13,2023,47,1162,3.18,9,77,604.48,5440.32,-270.43,-4.97,25.0,1708.88,4,5,5,455,Champions,High Vol / Low Profit,2
SP-20650,Stephanie Phelps,Corporate,2023-04-16,2025-12-09,2023,386,968,2.65,9,71,208.05,1872.44,268.48,14.34,15.33,706.03,1,5,3,153,At Risk,Low Vol / High Profit,6
SP-20860,Sung Pak,Corporate,2023-12-15,2026-10-12,2023,79,1032,2.83,10,80,428.29,4282.94,566.72,13.23,20.83,1514.8,3,5,4,354,Loyal Customers,High Vol / High Profit,3
SP-20920,Susan Pistek,Consumer,2023-11-22,2026-10-21,2023,70,1064,2.92,6,57,665.11,3990.69,14.69,0.37,27.14,1368.99,3,3,4,334,Need Attention,High Vol / Low Profit,3
SR-20425,Sharelle Roach,Home Office,2023-06-14,2026-12-22,2023,8,1287,3.53,5,34,646.7,3233.48,-3333.91,-103.11,36.67,917.03,5,2,4,524,Potential Loyalists,High Vol / Low Profit,5
SR-20740,Steven Roelle,Home Office,2023-02-20,2026-06-17,2023,196,1213,3.32,8,50,543.24,4345.89,1990.42,45.8,3.33,1307.71,2,4,5,245,Cant Lose Them,High Vol / High Profit,3
SS-20140,Saphhira Shifley,Corporate,2023-11-23,2026-12-15,2023,15,1118,3.06,8,86,165.5,1324.03,332.35,25.1,11.43,432.26,5,4,2,542,Need Attention,Low Vol / High Profit,8
SS-20410,Shahid Shariari,Consumer,2023-05-30,2026-09-11,2023,110,1200,3.29,6,46,509.47,3056.81,-1010.97,-33.07,25.83,929.78,2,3,4,234,At Risk,High Vol / Low Profit,5
SS-20515,Shirley Schmidt,Home Office,2023-07-14,2025-08-26,2023,491,774,2.12,3,36,204.47,613.4,199.93,32.59,0.0,289.26,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,9
SS-20590,Sonia Sunley,Consumer,2023-08-05,2025-10-24,2023,432,811,2.22,6,17,69.75,418.49,135.54,32.39,0.0,188.35,1,3,1,131,Need Attention,Low Vol / Low Profit,10
SS-20875,Sung Shariari,Consumer,2023-12-14,2026-09-01,2023,120,992,2.72,5,39,192.93,964.64,-75.59,-7.84,24.0,354.93,2,2,2,222,Lost / Hibernating,Low Vol / Low Profit,9
ST-20530,Shui Tom,Consumer,2023-02-14,2026-08-27,2023,125,1290,3.53,7,33,61.91,433.34,84.44,19.49,20.0,122.61,2,4,1,241,Need Attention,Low Vol / Low Profit,10
SU-20665,Stephanie Ulpright,Home Office,2024-12-05,2026-12-10,2024,20,735,2.01,7,61,370.77,2595.36,763.47,29.42,13.33,1288.85,5,4,3,543,Loyal Customers,High Vol / High Profit,3
SV-20365,Seth Vernon,Consumer,2023-01-11,2026-09-20,2023,101,1348,3.69,10,109,1147.1,11470.95,1199.42,10.46,15.62,3106.01,3,5,5,355,Loyal Customers,High Vol / High Profit,1
SV-20785,Stewart Visinsky,Consumer,2023-04-12,2026-02-13,2023,320,1038,2.84,9,91,456.15,4105.3,485.03,11.81,18.4,1443.58,1,5,4,154,Cant Lose Them,High Vol / High Profit,3
SV-20815,Stuart Van,Corporate,2024-05-04,2026-10-15,2024,76,894,2.45,4,24,317.77,1271.09,199.65,15.71,20.0,518.96,3,2,2,322,Need Attention,Low Vol / Low Profit,7
SV-20935,Susan Vittorini,Consumer,2025-03-19,2026-12-28,2025,2,649,1.78,8,66,237.94,1903.49,106.89,5.62,23.08,1070.53,5,4,3,543,Loyal Customers,Low Vol / Low Profit,4
SW-20245,Scot Wooten,Consumer,2023-07-20,2026-10-10,2023,81,1178,3.23,7,33,155.01,1085.08,-19.61,-1.81,26.0,336.21,3,4,2,342,Need Attention,Low Vol / Low Profit,9
SW-20275,Scott Williamson,Consumer,2023-03-10,2026-11-30,2023,30,1361,3.73,6,28,327.78,1966.65,332.87,16.93,2.86,527.43,4,3,3,433,Potential Loyalists,Low Vol / High Profit,7
SW-20350,Sean Wendt,Home Office,2025-04-09,2026-07-21,2025,162,468,1.28,3,25,339.68,1019.04,95.84,9.4,21.67,794.77,2,1,2,212,Lost / Hibernating,Low Vol / Low Profit,6
SW-20455,Shaun Weien,Consumer,2024-06-22,2026-07-21,2024,162,759,2.08,7,18,417.36,2921.54,793.65,27.17,11.11,1404.96,2,4,4,244,Cant Lose Them,High Vol / High Profit,3
SW-20755,Steven Ward,Corporate,2023-11-02,2025-07-14,2023,534,620,1.7,2,27,379.35,758.7,68.24,8.99,10.0,446.65,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,8
SZ-20035,Sam Zeldin,Home Office,2023-09-07,2026-11-25,2023,35,1175,3.22,11,69,329.58,3625.33,366.43,10.11,22.0,1126.17,4,5,4,454,Champions,High Vol / High Profit,4
TA-21385,Tom Ashbrook,Home Office,2023-09-12,2026-10-22,2023,69,1136,3.11,4,36,3648.9,14595.62,4703.79,32.23,8.0,4689.61,3,2,5,325,Need Attention,High Vol / High Profit,1
TB-21055,Ted Butterfield,Consumer,2025-06-17,2026-09-02,2025,119,442,1.21,5,66,293.58,1467.88,390.21,26.58,5.56,1212.16,2,2,2,222,Lost / Hibernating,Low Vol / High Profit,4
TB-21175,Thomas Boland,Corporate,2023-12-08,2026-11-02,2023,58,1060,2.9,4,36,897.32,3589.3,829.16,23.1,9.09,1235.94,3,2,4,324,Need Attention,High Vol / High Profit,4
TB-21190,Thomas Brumley,Home Office,2023-12-27,2026-11-11,2023,49,1050,2.88,4,23,204.04,816.17,179.0,21.93,2.5,283.72,4,2,1,421,New Customers,Low Vol / Low Profit,9
TB-21250,Tim Brockman,Consumer,2023-12-08,2026-01-15,2023,349,769,2.11,7,74,228.91,1602.38,260.62,16.26,24.74,760.56,1,4,2,142,Need Attention,Low Vol / High Profit,6
TB-21280,Toby Braunhardt,Consumer,2023-06-21,2025-05-26,2023,583,705,1.93,6,35,366.41,2198.45,490.96,22.33,10.0,1138.2,1,3,3,133,At Risk,Low Vol / High Profit,4
TB-21355,Todd Boyes,Corporate,2025-01-25,2026-08-06,2025,146,558,1.53,5,44,166.87,834.33,268.97,32.24,6.15,545.75,2,2,1,221,Lost / Hibernating,Low Vol / High Profit,7
TB-21400,Tom Boeckenhauer,Consumer,2023-01-21,2026-06-11,2023,202,1237,3.39,7,55,1304.86,9133.99,2798.37,30.64,7.06,2695.15,2,4,5,245,Cant Lose Them,High Vol / High Profit,1
TB-21520,Tracy Blumstein,Consumer,2023-10-17,2026-09-14,2023,107,1063,2.91,9,85,526.39,4737.49,-1603.05,-33.84,26.5,1626.7,2,5,5,255,Cant Lose Them,High Vol / Low Profit,2
TB-21595,Troy Blackwell,Consumer,2023-02-18,2026-03-20,2023,285,1126,3.08,5,29,277.51,1387.56,-136.41,-9.83,27.14,449.79,1,2,2,122,Lost / Hibernating,Low Vol / Low Profit,8
TB-21625,Trudy Brown,Consumer,2023-08-06,2026-11-30,2023,30,1212,3.32,9,60,310.85,2797.67,379.88,13.58,14.0,842.53,4,5,4,454,Champions,High Vol / High Profit,6
TC-20980,Tamara Chand,Corporate,2023-11-07,2025-11-26,2023,399,750,2.05,5,42,3810.44,19052.22,8981.32,47.14,11.67,9272.08,1,2,5,125,Need Attention,High Vol / High Profit,1
TC-21145,Theresa Coyne,Corporate,2026-09-15,2026-09-15,2026,106,0,0.0,1,17,1038.26,1038.26,265.53,25.57,0.0,1038.26,2,1,2,212,Lost / Hibernating,Low Vol / High Profit,4
TC-21295,Toby Carlisle,Consumer,2023-10-14,2026-12-03,2023,27,1146,3.14,8,63,533.35,4266.81,606.37,14.21,13.12,1358.98,4,4,4,444,Champions,High Vol / High Profit,3
TC-21475,Tony Chapman,Home Office,2023-11-22,2026-07-30,2023,153,981,2.69,9,45,138.33,1244.98,119.1,9.57,26.36,463.22,2,5,2,252,Need Attention,Low Vol / Low Profit,8
TC-21535,Tracy Collins,Home Office,2023-11-03,2026-12-26,2023,4,1149,3.15,7,28,106.08,742.56,217.93,29.35,11.0,235.89,5,4,1,541,Need Attention,Low Vol / Low Profit,9
TD-20995,Tamara Dahlen,Consumer,2023-05-19,2026-11-23,2023,37,1284,3.52,9,67,159.39,1434.55,88.19,6.15,24.38,407.8,4,5,2,452,Need Attention,Low Vol / Low Profit,8
TG-21310,Toby Gnade,Consumer,2024-03-09,2026-01-27,2024,337,689,1.89,5,30,611.67,3058.37,682.17,22.31,21.11,1620.18,1,2,4,124,Need Attention,High Vol / High Profit,2
TG-21640,Trudy Glocke,Consumer,2023-03-31,2026-09-07,2023,114,1256,3.44,4,50,518.67,2074.66,365.72,17.63,13.0,602.91,2,2,3,223,Need Attention,Low Vol / High Profit,7
TH-21100,Thea Hendricks,Consumer,2023-09-27,2026-01-20,2023,344,846,2.32,5,29,484.56,2422.82,-135.21,-5.58,17.14,1045.31,1,3,3,133,At Risk,High Vol / Low Profit,4
TH-21115,Thea Hudgings,Corporate,2023-09-23,2026-11-02,2023,58,1136,3.11,4,29,735.69,2942.77,-252.55,-8.58,23.33,945.52,3,2,4,324,Need Attention,High Vol / Low Profit,5
TH-21235,Tiffany House,Corporate,2023-11-04,2026-09-04,2023,117,1035,2.84,8,40,127.78,1022.2,92.73,9.07,20.77,360.49,2,4,2,242,Need Attention,Low Vol / Low Profit,8
TH-21550,Tracy Hopkins,Home Office,2023-04-05,2026-10-19,2023,72,1293,3.54,7,44,604.87,4234.1,-571.97,-13.51,6.92,1195.24,3,4,4,344,Loyal Customers,High Vol / Low Profit,4
TM-21010,Tamara Manning,Consumer,2023-02-21,2026-09-18,2023,103,1305,3.58,8,67,369.4,2955.23,573.3,19.4,5.26,826.56,2,4,4,244,Cant Lose Them,High Vol / High Profit,6
TM-21490,Tony Molinari,Consumer,2026-03-30,2026-08-22,2026,130,145,0.4,3,12,364.89,1094.68,292.52,26.72,5.0,2755.57,2,1,2,212,Lost / Hibernating,Low Vol / High Profit,1
TN-21040,Tanja Norvell,Home Office,2023-10-10,2026-10-01,2023,90,1087,2.98,7,48,447.17,3130.22,-692.05,-22.11,20.0,1051.09,3,4,4,344,Loyal Customers,High Vol / Low Profit,4
TP-21130,Theone Pippenger,Consumer,2024-04-14,2026-12-22,2024,8,982,2.69,9,55,494.9,4454.06,1129.13,25.35,8.75,1655.53,5,5,5,555,Champions,High Vol / High Profit,2
TP-21415,Tom Prescott,Consumer,2024-11-28,2026-09-17,2024,104,658,1.8,5,39,1065.8,5329.0,-1087.39,-20.41,46.2,2956.06,2,3,5,235,At Risk,High Vol / Low Profit,1
TP-21565,Tracy Poddar,Corporate,2024-03-01,2026-01-14,2024,350,684,1.87,4,48,484.16,1936.64,139.23,7.19,24.0,1033.44,1,2,3,123,Need Attention,Low Vol / Low Profit,4
TR-21325,Toby Ritter,Consumer,2023-12-01,2026-06-20,2023,193,932,2.55,5,22,135.19,675.94,220.36,32.6,2.86,264.72,2,3,1,231,Need Attention,Low Vol / Low Profit,9
TS-21085,Thais Sissman,Consumer,2024-07-19,2026-01-07,2024,357,537,1.47,2,4,2.42,4.83,-3.32,-68.6,70.0,3.29,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
TS-21160,Theresa Swint,Corporate,2023-04-23,2025-08-13,2023,504,843,2.31,6,60,360.6,2163.62,260.87,12.06,22.35,936.8,1,3,3,133,At Risk,Low Vol / High Profit,5
TS-21205,Thomas Seio,Corporate,2023-03-21,2026-06-15,2023,198,1182,3.24,7,67,767.3,5371.09,862.89,16.07,15.79,1658.59,2,4,5,245,Cant Lose Them,High Vol / High Profit,2
TS-21340,Toby Swindell,Consumer,2023-01-19,2026-05-18,2023,226,1215,3.33,5,51,194.96,974.78,-184.98,-18.98,28.33,292.84,2,3,2,232,Need Attention,Low Vol / Low Profit,9
TS-21370,Todd Sumrall,Corporate,2023-10-28,2026-11-24,2023,36,1123,3.08,6,59,1981.96,11891.75,2371.71,19.94,11.67,3865.08,4,3,5,435,Potential Loyalists,High Vol / High Profit,1
TS-21430,Tom Stivers,Corporate,2023-07-30,2026-07-11,2023,172,1077,2.95,5,31,410.83,2054.14,48.7,2.37,15.71,696.16,2,3,3,233,At Risk,Low Vol / Low Profit,6
TS-21505,Tony Sayre,Consumer,2023-12-20,2026-12-19,2023,11,1095,3.0,6,54,373.88,2243.27,11.38,0.51,19.29,747.76,5,3,3,533,Potential Loyalists,Low Vol / Low Profit,6
TS-21610,Troy Staebel,Consumer,2023-08-16,2026-11-05,2023,55,1177,3.22,7,44,402.92,2820.42,-294.7,-10.45,37.27,874.64,3,4,4,344,Loyal Customers,High Vol / Low Profit,5
TS-21655,Trudy Schmidt,Consumer,2024-02-06,2026-05-06,2024,238,820,2.25,5,52,673.62,3368.09,220.92,6.56,19.29,1499.21,1,3,4,134,At Risk,High Vol / Low Profit,3
TT-21070,Ted Trevino,Consumer,2023-05-18,2026-11-29,2023,31,1291,3.54,7,66,702.23,4915.6,751.96,15.3,11.43,1389.77,4,4,5,445,Champions,High Vol / High Profit,3
TT-21220,Thomas Thornton,Consumer,2023-09-23,2026-06-30,2023,183,1011,2.77,8,55,178.38,1427.04,278.74,19.53,21.33,515.2,2,4,2,242,Need Attention,Low Vol / High Profit,7
TT-21265,Tim Taslimi,Corporate,2024-08-15,2025-11-19,2024,406,461,1.26,3,8,146.5,439.5,93.92,21.37,0.0,347.98,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,9
TT-21460,Tonja Turnell,Home Office,2024-12-08,2026-12-18,2024,12,740,2.03,7,48,766.4,5364.81,1124.5,20.96,12.86,2646.16,5,4,5,545,Champions,High Vol / High Profit,1
TW-21025,Tamara Willingham,Home Office,2023-12-22,2026-10-27,2023,64,1040,2.85,7,57,754.12,5278.83,737.39,13.97,10.0,1852.66,3,4,5,345,Loyal Customers,High Vol / High Profit,2
TZ-21580,Tracy Zic,Consumer,2023-11-11,2026-12-04,2023,26,1119,3.07,8,69,279.37,2234.95,349.45,15.64,5.29,729.01,5,4,3,543,Loyal Customers,Low Vol / High Profit,6
VB-21745,Victoria Brennan,Corporate,2024-07-17,2026-11-06,2024,54,842,2.31,6,37,334.27,2005.6,371.24,18.51,17.0,869.41,3,3,3,333,Need Attention,Low Vol / High Profit,5
VD-21670,Valerie Dominguez,Consumer,2023-08-04,2025-05-28,2023,581,663,1.82,6,71,1073.71,6442.25,1617.79,25.11,7.5,3546.64,1,3,5,135,At Risk,High Vol / High Profit,1
VF-21715,Vicky Freymann,Home Office,2023-03-01,2026-12-17,2023,13,1387,3.8,5,35,169.59,847.94,-96.28,-11.35,6.36,223.14,5,3,1,531,Need Attention,Low Vol / Low Profit,9
VG-21790,Vivek Gonzalez,Consumer,2023-08-08,2026-07-29,2023,154,1086,2.98,6,32,141.0,846.01,143.63,16.98,7.5,284.34,2,3,1,231,Need Attention,Low Vol / Low Profit,9
VG-21805,Vivek Grady,Corporate,2023-09-22,2026-03-19,2023,286,909,2.49,5,16,85.47,427.37,-52.33,-12.25,10.0,171.61,1,3,1,131,Need Attention,Low Vol / Low Profit,10
VM-21685,Valerie Mitchum,Home Office,2023-04-07,2026-11-06,2023,54,1309,3.59,7,37,350.7,2454.87,513.53,20.92,10.0,684.51,3,4,3,343,Loyal Customers,High Vol / High Profit,6
VM-21835,Vivian Mathis,Consumer,2023-03-22,2026-09-04,2023,117,1262,3.46,5,25,76.14,380.69,116.64,30.64,11.25,110.1,2,3,1,231,Need Attention,Low Vol / Low Profit,10
VP-21730,Victor Preis,Home Office,2024-07-05,2026-11-30,2024,30,878,2.41,3,18,331.3,993.9,205.39,20.66,4.0,413.18,4,1,2,412,New Customers,Low Vol / Low Profit,8
VP-21760,Victoria Pisteka,Corporate,2023-09-06,2026-10-16,2023,75,1136,3.11,7,65,480.08,3360.53,-1018.78,-30.32,17.14,1079.75,3,4,4,344,Loyal Customers,High Vol / Low Profit,4
VS-21820,Vivek Sundaresam,Consumer,2023-01-07,2026-05-23,2023,221,1232,3.38,4,38,264.0,1055.98,-262.81,-24.89,47.5,312.85,2,2,2,222,Lost / Hibernating,Low Vol / Low Profit,9
VT-21700,Valerie Takahito,Home Office,2023-06-06,2024-04-05,2023,999,304,0.83,2,42,868.3,1736.6,-224.09,-12.9,33.33,2085.06,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,2
VW-21775,Victoria Wilson,Corporate,2023-05-11,2026-12-02,2023,28,1301,3.56,10,77,613.4,6134.04,-874.66,-14.26,16.11,1720.93,4,5,5,455,Champions,High Vol / Low Profit,2
WB-21850,William Brown,Consumer,2023-11-04,2026-12-10,2023,20,1132,3.1,13,154,486.71,6327.27,692.39,10.94,22.93,2040.15,5,5,5,555,Champions,High Vol / High Profit,2
XP-21865,Xylona Preis,Consumer,2023-01-20,2026-11-17,2023,43,1397,3.83,13,121,192.55,2503.16,675.96,27.0,4.41,654.01,4,5,3,453,Loyal Customers,High Vol / High Profit,7
YC-21895,Yoseph Carroll,Corporate,2023-11-17,2026-12-26,2023,4,1135,3.11,5,31,1090.87,5454.35,1305.63,23.94,7.5,1754.04,5,3,5,535,Potential Loyalists,High Vol / High Profit,2
YS-21880,Yana Sorensen,Corporate,2024-01-12,2026-12-21,2024,9,1074,2.94,8,58,840.06,6720.44,1778.29,26.46,5.0,2283.95,5,4,5,545,Champions,High Vol / High Profit,1
ZC-21910,Zuschuss Carroll,Consumer,2023-10-13,2026-11-06,2023,54,1120,3.07,13,105,617.36,8025.71,-1032.15,-12.86,25.48,2615.52,3,5,5,355,Loyal Customers,High Vol / Low Profit,1
